CarName;HK;KM;KmPerLiter;KMT;Price;Year
Mazda 6 2.2 Sky0D ...r aut. 5d;150;8.0;20.4;10.00;319900;2017
Mercedes ML320 3.0...t. 40M 5d;224;263.0;10.8;8.6;249900;2008
Hyundai ix20 1.4 C...rt ISG 5d;78;95.0;23.3;15.5;89900;2013
Skoda Octavia 2.0 ...ce DSG 5d;150;134.0;22.2;8.6;192800;2015
Peugeot 307 1.6 XR...st.car 5d;110;168.0;13;11.9;18500;2004
Suzuki Vitara 1.4 ...S aut. 5d;140;34.0;19.2;9.5;239900;2016
BMW 530d 3.0 Touri...g aut. 5d;245;200.0;15.9;6.4;299900;2010
Audi A6 allroad 3.... S0tr. 5d;218;61.0;17.9;7.3;649900;2015
Toyota Verso 1.8 V...m 7prs 5d;147;10.0;14.9;10.4;269900;2016
Hyundai i30 1.6 CR... Life+ 5d;110;8.0;27;11.00;204700;2017
Skoda Fabia 1.4 TD... Combi 5d;105;29.0;27;10.2;159900;2016
Mazda 3 2.0 Sky0G ...ptimum 4d;120;8.0;19.6;8.8;238900;2017
Fiat 500 0.9 TwinA...Lounge 3d;80;3.0;26.3;11.00;129800;2017
VW Golf VII 1.4 TS...ne DSG 5d;125;14.0;19.6;9.1;259800;2018
BMW 318d 2.0 Tou0 5d;143;79.0;22.2;9.2;246900;2013
Mercedes C220 2.2 ...lueTEC 4d;170;128.0;25;8.1;272000;2014
Toyota Avensis 1.8... Touch 5d;147;52.0;15.2;9.7;184900;2012
Fiat 500 0.9 TwinAir 85 3d;85;78.0;24.4;11.00;64900;2011
VW p! 1.0 TSi 90 ...p! BMT 5d;90;2.0;22.7;9.9;164900;2017
Fiat 500 1.2 Lounge 3d;69;80.0;20.8;12.9;84900;2014
Kia Ceed 1.6 CRDi ...ive SW 5d;115;128.0;22.2;11.7;79900;2011
VW Golf VII 1.6 TD...le BMT 5d;110;38.0;26.3;10.5;217000;2016
BMW 320i 2.0 Touri...g aut. 5d;184;79.0;16.4;7.5;307000;2013
Ford B0MAX 1.0 SCT...tanium 5d;120;47.0;20.4;11.2;149000;2013
Skoda Fabia 1.2 TD...bition 5d;75;147.0;25.6;14.2;69900;2012
Citroxebn C4 1.6 ...R Pack 5d;150;129.0;14.5;9.2;69900;2009
Opel Insignia 2.0 ...ST eco 5d;140;128.0;25.6;11.00;174900;2014
VW Touran 1.6 TDi ...ne BMT 5d;110;27.0;22.7;11.9;349900;2016
Audi A4 2.0 TDi 13...S0line 4d;136;207.0;22.2;9.5;209900;2014
Ford Focus 1.0 SCT...tanium 5d;125;17.0;21.3;11.00;199800;2017
Citroxebn C5 2.0i...eekend 5d;138;327.0;11.9;11.00;9000;2003
Skoda Superb 2.0 T...bition 5d;140;153.0;16.9;10.2;109900;2008
Opel Meriva 1.3 CD... Enjoy 5d;75;122.0;20.4;16.9;89900;2011
Hyundai i20 Active... Trend 5d;90;5.0;23.8;12.3;184700;2017
Ford Mondeo 2.0 TD...st.car 5d;140;129.0;21.7;9.8;168900;2014
Hyundai i30 1.4 T0...ar DCT 5d;140;13.0;18.2;9.5;269900;2017
Peugeot 508 2.0 Bl...W EAT6 5d;180;60.0;23.8;8.6;349900;2016
Honda Civic 1.6 i0...omfort 5d;120;18.0;27.8;10.5;189900;2016
BMW 520d 2.0 Touri...g aut. 5d;190;32.0;22.2;8.00;449900;2015
BMW 530d 3.0 Touri...g aut. 5d;245;189.0;15.9;6.4;379900;2011
VW Golf VII 1.6 TD...ne BMT 5d;105;187.0;26.3;10.7;124600;2013
Toyota Auris 1.8 H...TS CVT 5d;136;45.0;0;11.2;209800;2015
Suzuki Ignis 1.2 D...enture 5d;90;2.0;21.7;12.2;156900;2017
VW Golf Plus 2.0 T...ne DSG 5d;140;106.0;16.1;9.7;119900;2008
Peugeot 3008 1.6 B...Active 5d;120;8.0;24.4;12.00;294900;2016
Audi Q5 2.0 TFSi 1...uattro 5d;180;207.0;12.3;8.5;309900;2012
Opel Astra 1.4 T 1...joy ST 5d;140;47.0;17.2;10.5;179900;2015
Audi A4 1.8 TFSi 1... Avant 5d;120;64.0;15.2;10.8;254900;2014
Ford Galaxy 2.0 TD...0 Ghia 5d;140;145.0;17.9;10.6;229900;2011
Ford Focus 1.6 TDC...st.car 5d;115;92.0;23.8;11.00;129800;2011
BMW 320d 2.0 ED 4d;163;76.0;24.4;8.00;234900;2013
Hyundai i20 Active...Vision 5d;100;1.0;22.2;10.9;179900;2017
Peugeot 208 1.2 VT...Active 5d;82;26.0;22.2;12.2;119900;2014
Peugeot 2008 1.2 e...y EAT6 5d;110;1.0;20.8;0;244900;2017
VW Passat 1.6 TDi ...ne BMT 4d;105;146.0;23.3;12.2;144900;2011
Chevrolet Cruze 2....163 LS 4d;163;164.0;17.9;8.7;84800;2011
Suzuki Ignis 1.2 D...t Club 5d;90;1.0;21.7;12.2;127900;2017
Audi A1 1.0 TFSi 9... S0tr. 5d;95;27.0;22.7;11.1;219900;2016
Honda CR0V 1.6 i0D...t. 4WD 5d;160;12.0;19.6;10.00;384900;2017
Audi A7 3.0 TDi 31...Tiptr. 5d;313;82.0;15.6;5.3;699800;2014
VW Touran 2.0 TDi ...T 7prs 5d;140;98.0;19.2;9.9;199600;2012
BMW X1 2.0 sDrive18d 5d;150;5.0;24.4;9.2;369900;2017
Renault Clio IV 0....90 Zen 5d;90;12.0;23.8;0;129900;2017
Audi A4 2.0 TDi 13... Avant 5d;136;158.0;21.3;9.8;209900;2014
Audi A6 3.0 TDi 20... S0tr. 5d;204;44.0;17.2;7.2;529900;2014
Nissan X0Trail 1.6... X0tr. 5d;130;15.0;19.6;11.4;289700;2014
Honda CR0V 1.6 i0D...ce 4WD 5d;160;29.0;20.4;9.6;289900;2015
Honda Civic 1.8 i0...e aut. 5d;142;28.0;15.6;11.4;214900;2016
Mazda 6 2.2 Sky0D ...r aut. 5d;150;8.0;20.4;10.00;319900;2017
Mercedes ML320 3.0...t. 40M 5d;224;263.0;10.8;8.6;249900;2008
Opel Corsa 1.3 CDT...mo eco 5d;95;149.0;27.8;12.3;49999;2011
Hyundai ix20 1.4 C...rt ISG 5d;78;95.0;23.3;15.5;89900;2013
Skoda Octavia 2.0 ...ce DSG 5d;150;134.0;22.2;8.6;192800;2015
Peugeot 307 1.6 XR...st.car 5d;110;168.0;13;11.9;18500;2004
Suzuki Vitara 1.4 ...S aut. 5d;140;34.0;19.2;9.5;239900;2016
BMW 530d 3.0 Touri...g aut. 5d;245;200.0;15.9;6.4;299900;2010
Renault Twingo 1.0...ession 5d;70;5.0;23.8;14.5;117800;2017
Hyundai i30 1.0 T0...st.car 5d;120;5.0;19.2;11.4;249900;2017
Opel Corsa 1.0 T 9... Enjoy 5d;90;0.0;21.7;11.9;156893;2017
Honda Accord 2.2 i...Tourer 5d;150;217.0;17.2;10.00;109900;2009
VW Golf VII 1.4 TS...ne BMT 5d;125;13.0;19.2;9.1;239900;2015
Renault Kadjar 1.6...0 Bose 5d;130;25.0;22.2;9.9;259900;2016
Mercedes E200 2.2 ...st.car 5d;136;114.0;19.2;10.9;399900;2013
Toyota Aygo 1.0 Pl...omfort 5d;68;127.0;22.2;14.2;36500;2009
DS DS 3 1.6 BlueHD... Sport 3d;100;5.0;33.3;10.8;199900;2016
VW Caddy 1.6 TDi 1...SG BMT 4d;102;116.0;18.5;13.00;159900;2013
Opel Astra 1.6 CDT...joy ST 5d;136;26.0;26.3;10.1;214900;2016
Opel Insignia 2.0 ...T aut. 5d;195;147.0;17.2;9.00;214900;2014
BMW 420d 2.0 Gran ...9 aut. 5d;184;32.0;21.7;7.5;389900;2015
Seat Leon 1.4 TSi ...ST DSG 5d;150;12.0;20.4;7.9;249900;2017
VW New Beetle 2.0 ...ghline 2d;115;139.0;11.5;11.3;59900;1999
VW Touran 1.6 TDi ...BMT 7p 5d;105;158.0;21.7;12.8;194900;2015
VW Golf VII 1.4 TS...ne DSG 5d;125;17.0;19.6;9.1;249900;2018
Renault Clio IV 0....imited 5d;90;12.0;21.7;12.2;144900;2016
Renault Clio III 1...ntique 5d;75;55.0;17.2;13.4;0;2011
Audi A5 2.0 TDi 19...ltitr. 5d;190;69.0;22.2;7.8;449900;2014
Nissan Qashqai 1.2...Acenta 5d;115;37.0;17.9;11.3;209900;2016
Ford Focus 1.5 TDC...st.car 5d;120;8.0;26.3;10.7;214700;2017
Suzuki S0Cross 1.0...Active 5d;112;1.0;20;11.00;204900;2017
Suzuki Swift 1.5 GL0A 5d;102;142.0;15.4;10.00;34800;2006
Honda Accord 2.2 i...Tourer 5d;150;168.0;18.2;9.7;129900;2012
Volvo V60 2.0 D4 1...rive0E 5d;181;111.0;26.3;7.6;269900;2014
Volvo V60 2.0 D3 1...inetic 5d;163;118.0;18.2;9.2;199900;2011
Opel Insignia 1.6 ...joy GS 5d;136;14.0;23.3;10.5;329900;2018
Skoda Superb 1.6 T...reenLi 5d;105;73.0;23.3;12.3;219900;2014
Audi A6 3.0 TDi 31...Tiptr. 5d;313;109.0;15.6;5.3;519900;2013
BMW 520d 2.0 Touri...g aut. 5d;190;71.0;22.2;8.00;509900;2014
Toyota Avensis 1.8...ar CVT 5d;147;95.0;14.7;10.7;169990;2012
Citroxebn C4 Cact...el ETG 5d;82;38.0;23.3;15.00;134900;2015
Audi A4 2.4 V6 Mul...riolet 2d;170;137.0;10.4;9.8;159900;2003
Hyundai i20 Active... Trend 5d;90;5.0;23.8;12.3;184700;2017
Ford Mondeo 2.0 TD...st.car 5d;140;129.0;21.7;9.8;168900;2014
Hyundai i30 1.4 T0...ar DCT 5d;140;13.0;18.2;9.5;269900;2017
Peugeot 508 2.0 Bl...W EAT6 5d;180;60.0;23.8;8.6;349900;2016
Honda Civic 1.6 i0...omfort 5d;120;18.0;27.8;10.5;189900;2016
BMW 520d 2.0 Touri...g aut. 5d;190;32.0;22.2;8.00;449900;2015
BMW 530d 3.0 Touri...g aut. 5d;245;189.0;15.9;6.4;379900;2011
VW Golf VII 1.6 TD...ne BMT 5d;105;187.0;26.3;10.7;124600;2013
Toyota Auris 1.8 H...TS CVT 5d;136;45.0;0;11.2;209800;2015
Toyota Auris 1.8 H...TS CVT 5d;136;45.0;0;11.2;209800;2015
Suzuki Ignis 1.2 D...enture 5d;90;2.0;21.7;12.2;156900;2017
VW Golf Plus 2.0 T...ne DSG 5d;140;106.0;16.1;9.7;119900;2008
Peugeot 3008 1.6 B...Active 5d;120;8.0;24.4;12.00;294900;2016
Audi Q5 2.0 TFSi 1...uattro 5d;180;207.0;12.3;8.5;309900;2012
Opel Astra 1.4 T 1...joy ST 5d;140;47.0;17.2;10.5;179900;2015
Audi A4 1.8 TFSi 1... Avant 5d;120;64.0;15.2;10.8;254900;2014
Ford Galaxy 2.0 TD...0 Ghia 5d;140;145.0;17.9;10.6;229900;2011
Ford Focus 1.6 TDC...st.car 5d;115;92.0;23.8;11.00;129800;2011
BMW 320d 2.0 ED 4d;163;76.0;24.4;8.00;234900;2013
Hyundai i20 Active...Vision 5d;100;1.0;22.2;10.9;179900;2017
Peugeot 208 1.2 VT...Active 5d;82;26.0;22.2;12.2;119900;2014
Peugeot 2008 1.2 e...y EAT6 5d;110;1.0;20.8;0;244900;2017
VW Passat 1.6 TDi ...ne BMT 4d;105;146.0;23.3;12.2;144900;2011
Chevrolet Cruze 2....163 LS 4d;163;164.0;17.9;8.7;84800;2011
Suzuki Ignis 1.2 D...t Club 5d;90;1.0;21.7;12.2;127900;2017
Audi A1 1.0 TFSi 9... S0tr. 5d;95;27.0;22.7;11.1;219900;2016
Honda CR0V 1.6 i0D...t. 4WD 5d;160;12.0;19.6;10.00;384900;2017
Audi A7 3.0 TDi 31...Tiptr. 5d;313;82.0;15.6;5.3;699800;2014
VW Touran 2.0 TDi ...T 7prs 5d;140;98.0;19.2;9.9;199600;2012
BMW X1 2.0 sDrive18d 5d;150;5.0;24.4;9.2;369900;2017
VW Passat 1.4 TSi ...nt DSG 5d;150;57.0;19.6;8.6;299800;2016
Ford Grand C0MAX 1...tanium 5d;115;97.0;21.3;11.8;159800;2013
Opel Insignia 1.5 ...joy GS 5d;140;10.0;17.5;9.9;289900;2018
Suzuki S0Cross 1.6...iS GLX 5d;120;76.0;23.8;12.00;159800;2014
Peugeot 308 1.6 HD...Access 5d;92;48.0;23.8;12.4;94900;2011
Audi A3 1.4 TFSi 1...Cabrio 2d;125;36.0;18.9;10.2;274900;2015
Audi A6 2.0 TDi 19... S0tr. 5d;190;154.0;22.7;8.5;379900;2014
Porsche 911 GT2 3....upxe9 2d;462;90.0;7.8;4.1;1305000;2001
BMW 420d 2.0 Gran ...9 aut. 5d;184;32.0;21.7;7.5;389900;2015
Seat Leon 1.4 TSi ...ST DSG 5d;150;12.0;20.4;7.9;249900;2017
VW New Beetle 2.0 ...ghline 2d;115;139.0;11.5;11.3;59900;1999
VW Touran 1.6 TDi ...BMT 7p 5d;105;158.0;21.7;12.8;194900;2015
VW Golf VII 1.4 TS...ne DSG 5d;125;17.0;19.6;9.1;249900;2018
Renault Clio IV 0....imited 5d;90;12.0;21.7;12.2;144900;2016
Renault Clio III 1...ntique 5d;75;55.0;17.2;13.4;0;2011
Audi A5 2.0 TDi 19...ltitr. 5d;190;69.0;22.2;7.8;449900;2014
Nissan Qashqai 1.2...Acenta 5d;115;37.0;17.9;11.3;209900;2016
Ford Focus 1.5 TDC...st.car 5d;120;8.0;26.3;10.7;214700;2017
Suzuki S0Cross 1.0...Active 5d;112;1.0;20;11.00;204900;2017
Suzuki Swift 1.5 GL0A 5d;102;142.0;15.4;10.00;34800;2006
Honda Accord 2.2 i...Tourer 5d;150;168.0;18.2;9.7;129900;2012
Volvo V60 2.0 D4 1...rive0E 5d;181;111.0;26.3;7.6;269900;2014
Volvo V60 2.0 D3 1...inetic 5d;163;118.0;18.2;9.2;199900;2011
Opel Insignia 1.6 ...joy GS 5d;136;14.0;23.3;10.5;329900;2018
Skoda Superb 1.6 T...reenLi 5d;105;73.0;23.3;12.3;219900;2014
Audi A6 3.0 TDi 31...Tiptr. 5d;313;109.0;15.6;5.3;519900;2013
BMW 520d 2.0 Touri...g aut. 5d;190;71.0;22.2;8.00;509900;2014
Toyota Avensis 1.8...ar CVT 5d;147;95.0;14.7;10.7;169990;2012
Citroxebn C4 Cact...el ETG 5d;82;38.0;23.3;15.00;134900;2015
Audi A4 2.4 V6 Mul...riolet 2d;170;137.0;10.4;9.8;159900;2003
Hyundai i20 Active... Trend 5d;90;5.0;23.8;12.3;184700;2017
Ford Mondeo 2.0 TD...st.car 5d;140;129.0;21.7;9.8;168900;2014
Hyundai i30 1.4 T0...ar DCT 5d;140;13.0;18.2;9.5;269900;2017
Peugeot 508 2.0 Bl...W EAT6 5d;180;60.0;23.8;8.6;349900;2016
Honda Civic 1.6 i0...omfort 5d;120;18.0;27.8;10.5;189900;2016
BMW 520d 2.0 Touri...g aut. 5d;190;32.0;22.2;8.00;449900;2015
BMW 520d 2.0 Touri...g aut. 5d;190;32.0;22.2;8.00;449900;2015
BMW 530d 3.0 Touri...g aut. 5d;245;189.0;15.9;6.4;379900;2011
VW Golf VII 1.6 TD...ne BMT 5d;105;187.0;26.3;10.7;124600;2013
Toyota Auris 1.8 H...TS CVT 5d;136;45.0;0;11.2;209800;2015
Suzuki Ignis 1.2 D...enture 5d;90;2.0;21.7;12.2;156900;2017
VW Golf Plus 2.0 T...ne DSG 5d;140;106.0;16.1;9.7;119900;2008
Peugeot 3008 1.6 B...Active 5d;120;8.0;24.4;12.00;294900;2016
Audi Q5 2.0 TFSi 1...uattro 5d;180;207.0;12.3;8.5;309900;2012
Opel Astra 1.4 T 1...joy ST 5d;140;47.0;17.2;10.5;179900;2015
Audi A4 1.8 TFSi 1... Avant 5d;120;64.0;15.2;10.8;254900;2014
Ford Galaxy 2.0 TD...0 Ghia 5d;140;145.0;17.9;10.6;229900;2011
Ford Focus 1.6 TDC...st.car 5d;115;92.0;23.8;11.00;129800;2011
BMW 320d 2.0 ED 4d;163;76.0;24.4;8.00;234900;2013
Hyundai i20 Active...Vision 5d;100;1.0;22.2;10.9;179900;2017
Peugeot 208 1.2 VT...Active 5d;82;26.0;22.2;12.2;119900;2014
Peugeot 2008 1.2 e...y EAT6 5d;110;1.0;20.8;0;244900;2017
VW Passat 1.6 TDi ...ne BMT 4d;105;146.0;23.3;12.2;144900;2011
Chevrolet Cruze 2....163 LS 4d;163;164.0;17.9;8.7;84800;2011
Suzuki Ignis 1.2 D...t Club 5d;90;1.0;21.7;12.2;127900;2017
Audi A1 1.0 TFSi 9... S0tr. 5d;95;27.0;22.7;11.1;219900;2016
Honda CR0V 1.6 i0D...t. 4WD 5d;160;12.0;19.6;10.00;384900;2017
Audi A7 3.0 TDi 31...Tiptr. 5d;313;82.0;15.6;5.3;699800;2014
VW Touran 2.0 TDi ...T 7prs 5d;140;98.0;19.2;9.9;199600;2012
BMW X1 2.0 sDrive18d 5d;150;5.0;24.4;9.2;369900;2017
VW Passat 1.4 TSi ...nt DSG 5d;150;57.0;19.6;8.6;299800;2016
Ford Grand C0MAX 1...tanium 5d;115;97.0;21.3;11.8;159800;2013
Opel Insignia 1.5 ...joy GS 5d;140;10.0;17.5;9.9;289900;2018
Suzuki S0Cross 1.6...iS GLX 5d;120;76.0;23.8;12.00;159800;2014
Peugeot 308 1.6 HD...Access 5d;92;48.0;23.8;12.4;94900;2011
Peugeot 308 1.6 HD...Access 5d;92;48.0;23.8;12.4;94900;2011
Audi A3 1.4 TFSi 1...Cabrio 2d;125;36.0;18.9;10.2;274900;2015
Audi A6 2.0 TDi 19... S0tr. 5d;190;154.0;22.7;8.5;379900;2014
Porsche 911 GT2 3....upxe9 2d;462;90.0;7.8;4.1;1305000;2001
Toyota Aygo 1.0 VV...ve Sky 5d;69;29.0;26.3;14.00;79799;2015
Mercedes E220 d 2....r aut. 5d;194;25.0;23.8;7.7;619900;2017
Audi A6 2.0 TDi 19... S0tr. 4d;190;22.0;23.8;8.2;419800;2015
Nissan Qashqai 1.2...onnect 5d;115;30.0;17.9;11.3;209900;2015
Skoda Octavia 1.4 ...bi DSG 5d;150;44.0;20;8.6;264800;2017
Mercedes C220 2.2 ...r aut. 5d;170;109.0;22.2;7.6;379900;2015
Mazda 6 2.2 Sky0D ...st.car 5d;150;75.0;23.8;9.3;219990;2014
Renault Clio IV 1....ion ST 5d;75;88.0;27.8;14.3;94800;2013
BMW 316d 2.0  4d;116;137.0;22.2;10.9;179700;2011
Mercedes E220 2.2 ...ut. BE 2d;170;99.0;17.2;8.5;329800;2011
Fiat 500X 1.4 M0Ai...ction+ 5d;140;18.0;16.7;9.8;199800;2015
Toyota Aygo 1.0  5d;68;115.0;21.7;14.2;39900;2008
Chevrolet Spark 1.2 LT 5d;82;99.0;20;12.1;51900;2012
Hyundai i20 Active... Life+ 5d;100;14.0;22.2;10.9;159900;2017
Nissan Qashqai 1.2... Visia 5d;115;50.0;17.9;11.3;192800;2015
Hyundai ix35 2.0 Comfort 5d;163;90.0;13.3;10.4;149900;2010
Hyundai i20 1.25 C...ic XTR 5d;82;105.0;20.4;12.7;76800;2013
Toyota rban Cruis...04D T2 5d;90;120.0;22.2;11.7;79800;2009
Nissan Micra 1.2 8...Acenta 5d;80;36.0;20;13.7;82800;2017
VW Polo 1.4 TSi 15...BlueGT 5d;150;66.0;20.8;7.8;169900;2015
Opel Astra 2.0 CDT...TC eco 3d;165;86.0;20.8;8.9;169700;2012
Skoda Octavia 1.4 ...le DSG 5d;150;2.0;20.4;8.2;319900;2018
Peugeot 508 2.0 Bl...W EAT6 5d;180;60.0;23.8;8.6;349900;2016
Honda Civic 1.6 i0...omfort 5d;120;18.0;27.8;10.5;189900;2016
BMW 520d 2.0 Touri...g aut. 5d;190;32.0;22.2;8.00;449900;2015
BMW 530d 3.0 Touri...g aut. 5d;245;189.0;15.9;6.4;379900;2011
VW Golf VII 1.6 TD...ne BMT 5d;105;187.0;26.3;10.7;124600;2013
Toyota Auris 1.8 H...TS CVT 5d;136;45.0;0;11.2;209800;2015
Suzuki Ignis 1.2 D...enture 5d;90;2.0;21.7;12.2;156900;2017
VW Golf Plus 2.0 T...ne DSG 5d;140;106.0;16.1;9.7;119900;2008
Peugeot 3008 1.6 B...Active 5d;120;8.0;24.4;12.00;294900;2016
Audi Q5 2.0 TFSi 1...uattro 5d;180;207.0;12.3;8.5;309900;2012
Opel Astra 1.4 T 1...joy ST 5d;140;47.0;17.2;10.5;179900;2015
Audi A4 1.8 TFSi 1... Avant 5d;120;64.0;15.2;10.8;254900;2014
Ford Galaxy 2.0 TD...0 Ghia 5d;140;145.0;17.9;10.6;229900;2011
Ford Focus 1.6 TDC...st.car 5d;115;92.0;23.8;11.00;129800;2011
BMW 320d 2.0 ED 4d;163;76.0;24.4;8.00;234900;2013
Hyundai i20 Active...Vision 5d;100;1.0;22.2;10.9;179900;2017
Peugeot 208 1.2 VT...Active 5d;82;26.0;22.2;12.2;119900;2014
BMW 318i 2.0 Touri...teptr. 5d;143;166.0;14.7;10.4;189900;2009
Peugeot 2008 1.2 e...y EAT6 5d;110;1.0;20.8;0;244900;2017
VW Passat 1.6 TDi ...ne BMT 4d;105;146.0;23.3;12.2;144900;2011
Chevrolet Cruze 2....163 LS 4d;163;164.0;17.9;8.7;84800;2011
Suzuki Ignis 1.2 D...t Club 5d;90;1.0;21.7;12.2;127900;2017
Audi A1 1.0 TFSi 9... S0tr. 5d;95;27.0;22.7;11.1;219900;2016
Honda CR0V 1.6 i0D...t. 4WD 5d;160;12.0;19.6;10.00;384900;2017
Audi A7 3.0 TDi 31...Tiptr. 5d;313;82.0;15.6;5.3;699800;2014
VW Touran 2.0 TDi ...T 7prs 5d;140;98.0;19.2;9.9;199600;2012
BMW X1 2.0 sDrive18d 5d;150;5.0;24.4;9.2;369900;2017
VW Passat 1.4 TSi ...nt DSG 5d;150;57.0;19.6;8.6;299800;2016
Ford Grand C0MAX 1...tanium 5d;115;97.0;21.3;11.8;159800;2013
Suzuki S0Cross 1.6...iS GLX 5d;120;76.0;23.8;12.00;159800;2014
Peugeot 308 1.6 HD...Access 5d;92;48.0;23.8;12.4;94900;2011
Audi A3 1.4 TFSi 1...Cabrio 2d;125;36.0;18.9;10.2;274900;2015
Audi A6 2.0 TDi 19... S0tr. 5d;190;154.0;22.7;8.5;379900;2014
Porsche 911 GT2 3....upxe9 2d;462;90.0;7.8;4.1;1305000;2001
Toyota Aygo 1.0 VV...ve Sky 5d;69;29.0;26.3;14.00;79799;2015
Mercedes E220 d 2....r aut. 5d;194;25.0;23.8;7.7;619900;2017
Audi A6 2.0 TDi 19... S0tr. 4d;190;22.0;23.8;8.2;419800;2015
Nissan Qashqai 1.2...onnect 5d;115;30.0;17.9;11.3;209900;2015
Skoda Octavia 1.4 ...bi DSG 5d;150;44.0;20;8.6;264800;2017
Mercedes C220 2.2 ...r aut. 5d;170;109.0;22.2;7.6;379900;2015
Renault Clio IV 1....ion ST 5d;75;88.0;27.8;14.3;94800;2013
Mazda 6 2.2 Sky0D ...st.car 5d;150;75.0;23.8;9.3;219990;2014
BMW 316d 2.0  4d;116;137.0;22.2;10.9;179700;2011
Mercedes E220 2.2 ...ut. BE 2d;170;99.0;17.2;8.5;329800;2011
Fiat 500X 1.4 M0Ai...ction+ 5d;140;18.0;16.7;9.8;199800;2015
Toyota Aygo 1.0  5d;68;115.0;21.7;14.2;39900;2008
Chevrolet Spark 1.2 LT 5d;82;99.0;20;12.1;51900;2012
Hyundai i20 Active... Life+ 5d;100;14.0;22.2;10.9;159900;2017
Nissan Qashqai 1.2... Visia 5d;115;50.0;17.9;11.3;192800;2015
Hyundai ix35 2.0 Comfort 5d;163;90.0;13.3;10.4;149900;2010
Hyundai i20 1.25 C...ic XTR 5d;82;105.0;20.4;12.7;76800;2013
Toyota rban Cruis...04D T2 5d;90;120.0;22.2;11.7;79800;2009
Hyundai i30 1.4 CV...ve ISG 5d;109;103.0;17.5;11.7;69900;2010
Nissan Micra 1.2 8...Acenta 5d;80;36.0;20;13.7;82800;2017
VW Polo 1.4 TSi 15...BlueGT 5d;150;66.0;20.8;7.8;169900;2015
Opel Astra 2.0 CDT...TC eco 3d;165;86.0;20.8;8.9;169700;2012
VW Polo 1.4 TSi 15...BlueGT 5d;150;66.0;20.8;7.8;169900;2015
Opel Astra 2.0 CDT...TC eco 3d;165;86.0;20.8;8.9;169700;2012
Skoda Octavia 1.4 ...le DSG 5d;150;2.0;20.4;8.2;319900;2018
Opel Insignia 1.6 ...mic GS 5d;136;0.0;23.3;10.5;348720;2017
VW Golf VII 1.6 TD...i. DSG 5d;110;13.0;25;11.00;274800;2017
Honda Jazz 1.3 i0V...egance 5d;102;8.0;19.6;11.2;179900;2017
Mazda 3 2.2 Sky0D ...m aut. 5d;150;13.0;20.8;9.7;266900;2016
Skoda Superb 1.6 T...reenLi 5d;105;82.0;23.3;12.3;224900;2014
Peugeot 308 1.2 e0...Active 5d;110;13.0;25;12.4;179800;2016
Mercedes A200 d 2....n aut. 5d;136;22.0;25;8.8;339000;2016
Skoda Octavia 1.4 ...egance 5d;140;96.0;18.9;8.4;179900;2014
Saab 903 2.0 TS Ae...riolet 2d;210;147.0;11.2;8.8;169900;2005
Opel Insignia 1.4 ...on eco 5d;140;48.0;19.2;10.9;199900;2014
Honda HR0V 1.6 i0D...omfort 5d;120;14.0;25;10.00;209900;2016
VW Golf VII 1.4 TS...DSG BM 5d;125;23.0;19.6;9.5;259800;2016
Audi A4 1.8 TFSi 1... Avant 5d;170;113.0;16.4;8.3;279900;2015
Ford S0MAX 2.0 Tre...d 7prs 5d;145;143.0;12.4;10.9;139900;2009
Mercedes C180 1.6  4d;156;37.0;20;8.2;299900;2015
BMW 320i 2.0 Tou0 5d;184;54.0;15.6;7.5;344900;2013
BMW 520d 2.0 Touri...e aut. 5d;184;92.0;19.2;8.4;429900;2014
Kia Rio 1.2 CVVT Style+ 5d;86;144.0;21.3;13.1;79900;2014
Toyota Aygo 1.0 VV...T2 Air 5d;68;53.0;23.3;14.2;59900;2012
Volvo XC60 2.0 D4 ...m aut. 5d;163;85.0;16.7;10.3;459900;2014
Nissan Qashqai 1.5... Visia 5d;110;155.0;20.4;12.4;139900;2013
Skoda Fabia 1.4 TD... Combi 5d;105;39.0;27;10.2;159900;2016
Suzuki Alto 1.0 GT 5d;68;143.0;22.7;14.00;39900;2010
Renault Kadjar 1.5...10 Zen 5d;110;12.0;26.3;11.9;234900;2016
VW p! 1.0 75 Move...p! BMT 3d;75;83.0;23.8;13.2;64900;2012
Hyundai i30 1.6 CR...nd DCT 5d;110;7.0;24.4;11.2;234700;2017
Audi A5 2.0 TDi 19...ltitr. 5d;190;98.0;22.2;7.8;359900;2015
VW Caddy 1.9 TDi DSG 4d;104;74.0;14.5;13.3;109900;2010
Volvo V60 1.6 T4 1...Summum 5d;180;107.0;15.2;8.5;249900;2013
VW Touran 2.0 TDi ...T 7prs 5d;140;134.0;20.8;9.9;219900;2015
VW Golf VI 2.0 TDi...ariant 5d;140;178.0;20.4;9.7;114900;2010
Renault Talisman 1...Zen ST 5d;130;9.0;25;10.8;274900;2016
VW Passat 2.0 TSi ...DSG 4M 5d;280;14.0;13.9;5.7;459900;2017
Nissan Qashqai 1.2... Tekna 5d;115;8.0;17.2;10.6;269900;2017
Opel Astra 1.4 T 1...T aut. 5d;150;15.0;17.9;9.4;252995;2017
Skoda Superb 2.0 T... Combi 5d;170;113.0;21.3;8.7;244900;2015
BMW M5 4.4 aut. 4d;560;97.0;10.1;4.4;369000;2012
VW Polo 1.2 TSi 90...ndline 3d;90;93.0;19.6;10.9;87800;2013
VW Golf IV 2.0 Highline 5d;115;186.0;12.5;10.5;39900;2001
